GridCell_Id,species,PiHat,RangeSize_km2,RangeSize_percentile,nseqs
2931,Bombina_variegata,0.037756343,1093936.69,,22
2932,Bombina_variegata,0.005229564,1093936.69,,22
2933,Bombina_variegata,0.001216545,1093936.69,,3
3017,Bombina_variegata,0,1093936.69,,4
3019,Bombina_variegata,0.047080292,1093936.69,,5
3020,Bombina_variegata,0.015282598,1093936.69,,38
3021,Bombina_variegata,0.001745895,1093936.69,,59
1111,Phyllomedusa_sauvagii,0.01038961,1108973.86,,2
1476,Dendropsophus_branneri,0.006535948,1128020.17,,2
1477,Dendropsophus_branneri,0.006069094,1128020.17,,14
661,Hypsiboas_pulchellus,0,1254097.36,,2
751,Hypsiboas_pulchellus,0.006926407,1254097.36,,3
2541,Hyla_cinerea,0,1290788.59,,2
2634,Plethodon_glutinosus,0.018313253,1341112.84,,5
2657,Pelophylax_saharicus,0.003898635,1356219.68,,2
2658,Pelophylax_saharicus,0.007797271,1356219.68,,3
2748,Pelophylax_saharicus,0.003898635,1356219.68,,3
2930,Mesotriton_alpestris,0.006472492,1364849.57,,2
2931,Mesotriton_alpestris,0.046925566,1364849.57,,9
2815,Ambystoma_texanum,0,1389178.45,,4
932,Hypsiboas_faber,0.002597403,1552458.14,,2
2958,Rana_dybowskii,0,1566648.83,,2
2751,Rana_dalmatina,0,1806712.13,,2
2833,Rana_dalmatina,0,1806712.13,,5
2839,Rana_dalmatina,0.007547699,1806712.13,,36
2840,Rana_dalmatina,0.00701459,1806712.13,,9
2841,Rana_dalmatina,0.005050505,1806712.13,,2
2842,Rana_dalmatina,0,1806712.13,,3
2846,Rana_dalmatina,0.002525253,1806712.13,,2
2926,Rana_dalmatina,0,1806712.13,,2
2927,Rana_dalmatina,0.001151218,1806712.13,,17
2928,Rana_dalmatina,0.00036075,1806712.13,,14
2929,Rana_dalmatina,0.00036075,1806712.13,,14
2930,Rana_dalmatina,0.001147842,1806712.13,,22
3015,Rana_dalmatina,0,1806712.13,,22
3017,Rana_dalmatina,0,1806712.13,,13
3019,Rana_dalmatina,0.003030303,1806712.13,,5
3020,Rana_dalmatina,0,1806712.13,,3
3022,Rana_dalmatina,0,1806712.13,,8
3108,Rana_dalmatina,0,1806712.13,,68
3109,Rana_dalmatina,0,1806712.13,,8
2726,Plethodon_cinereus,0.016918239,1892236.18,,18
2898,Plethodon_cinereus,0,1892236.18,,9
1652,Allobates_brunneus,0.006422668,1913449.48,,11
2664,Salamandra_salamandra,0.002229654,2163007.34,,3
2744,Salamandra_salamandra,0,2163007.34,,2
2833,Salamandra_salamandra,0.016216216,2163007.34,,2
2834,Salamandra_salamandra,0.010010222,2163007.34,,82
2835,Salamandra_salamandra,0.005200908,2163007.34,,16
2836,Salamandra_salamandra,0.003840246,2163007.34,,7
2924,Salamandra_salamandra,0.021223845,2163007.34,,12
2541,Hyla_versicolor,0.018779343,2278374.75,,2
2721,Hyla_versicolor,0.023253709,2278374.75,,3
2723,Hyla_versicolor,0.015226351,2278374.75,,6
2726,Hyla_versicolor,0.003045189,2278374.75,,4
2813,Hyla_versicolor,0,2278374.75,,2
2817,Hyla_versicolor,0.001555698,2278374.75,,4
2902,Hyla_versicolor,0.001987084,2278374.75,,3
2360,Anaxyrus_punctatus,0.006292006,2436545.06,,7
2450,Anaxyrus_punctatus,0.011261261,2436545.06,,4
2539,Anaxyrus_punctatus,0.006006006,2436545.06,,4
2627,Anaxyrus_punctatus,0.009009009,2436545.06,,3
1467,Ranitomeya_ventrimaculata,0.081119959,2527140.61,,4
1558,Ranitomeya_ventrimaculata,0.080168776,2527140.61,perc_90,4
1646,Ranitomeya_ventrimaculata,0.042194093,2527140.61,perc_90,3
1832,Ranitomeya_ventrimaculata,0.063291139,2527140.61,perc_90,2
1833,Ranitomeya_ventrimaculata,0,2527140.61,perc_90,3
2843,Bombina_bombina,0.004562044,2923496.69,perc_90,2
2929,Bombina_bombina,0,2923496.69,perc_90,3
2931,Bombina_bombina,0,2923496.69,perc_90,3
2932,Bombina_bombina,0.00221585,2923496.69,perc_90,8
2933,Bombina_bombina,0.000456204,2923496.69,perc_90,4
3019,Bombina_bombina,0.001875507,2923496.69,perc_90,9
3020,Bombina_bombina,0.003757684,2923496.69,perc_90,24
3021,Bombina_bombina,0.002859206,2923496.69,perc_90,34
3023,Bombina_bombina,0.004105839,2923496.69,perc_90,4
3108,Bombina_bombina,0,2923496.69,perc_90,4
3109,Bombina_bombina,0,2923496.69,perc_90,2
3110,Bombina_bombina,0.003041363,2923496.69,perc_90,3
3111,Bombina_bombina,0.001824818,2923496.69,perc_90,2
3112,Bombina_bombina,0,2923496.69,perc_90,3
1960,Hoplobatrachus_rugulosus,0,2995752.31,perc_90,2
2051,Hoplobatrachus_rugulosus,0.00177305,2995752.31,perc_90,2
2141,Hoplobatrachus_rugulosus,0.072802281,2995752.31,perc_90,13
2142,Hoplobatrachus_rugulosus,0.00177305,2995752.31,perc_90,2
2230,Hoplobatrachus_rugulosus,0.00177305,2995752.31,perc_90,2
2231,Hoplobatrachus_rugulosus,0.003546099,2995752.31,perc_90,3
2232,Hoplobatrachus_rugulosus,0,2995752.31,perc_90,2
2595,Hoplobatrachus_rugulosus,0,2995752.31,perc_90,2
2689,Hyla_japonica,0,3321467.12,perc_90,2
2777,Hyla_japonica,0.011904762,3321467.12,perc_90,4
2778,Hyla_japonica,0.011327561,3321467.12,perc_90,6
2408,Hoplobatrachus_tigerinus,0.009072355,3495177.78,perc_90,76
2498,Hoplobatrachus_tigerinus,0.010786052,3495177.78,perc_90,9
862,Pyxicephalus_adspersus,0.002779352,3658402.39,perc_90,129
2541,Hyla_chrysoscelis,0.022793167,3693230.58,perc_90,4
2545,Hyla_chrysoscelis,0.007874016,3693230.58,perc_90,2
2633,Hyla_chrysoscelis,0.001658375,3693230.58,perc_90,2
2634,Hyla_chrysoscelis,0.001589825,3693230.58,perc_90,2
2635,Hyla_chrysoscelis,0.005128719,3693230.58,perc_90,4
2721,Hyla_chrysoscelis,0.023971416,3693230.58,perc_90,4
2723,Hyla_chrysoscelis,0.003322259,3693230.58,perc_90,2
2724,Hyla_chrysoscelis,0.003513366,3693230.58,perc_90,4
2726,Hyla_chrysoscelis,0.00947609,3693230.58,perc_90,3
2812,Hyla_chrysoscelis,0.004497751,3693230.58,perc_90,2
2813,Hyla_chrysoscelis,0.020895522,3693230.58,perc_90,2
2902,Hyla_chrysoscelis,0.011705686,3693230.58,perc_90,2
2662,Hyla_arborea,0.001761953,3790844.41,perc_90,6
2751,Hyla_arborea,0.003282905,3790844.41,perc_90,6
2840,Hyla_arborea,0.001655025,3790844.41,perc_90,4
2841,Hyla_arborea,0.002202643,3790844.41,perc_90,2
2842,Hyla_arborea,0.004424371,3790844.41,perc_90,4
2926,Hyla_arborea,0.003314917,3790844.41,perc_90,2
2927,Hyla_arborea,0,3790844.41,perc_90,4
2929,Hyla_arborea,0.001162791,3790844.41,perc_90,4
2930,Hyla_arborea,0.000736648,3790844.41,perc_90,3
2931,Hyla_arborea,0.0026356,3790844.41,perc_90,9
3015,Hyla_arborea,0,3790844.41,perc_90,2
3017,Hyla_arborea,0.002122294,3790844.41,perc_90,21
3020,Hyla_arborea,0.000526286,3790844.41,perc_90,35
3021,Hyla_arborea,0.001325967,3790844.41,perc_90,5
3107,Hyla_arborea,0,3790844.41,perc_90,4
3109,Hyla_arborea,0,3790844.41,perc_90,2
3110,Hyla_arborea,0,3790844.41,perc_90,2
2904,Lithobates_clamitans,0.006010929,3793105.38,perc_90,4
2322,Polypedates_leucomystax,0,3926220.27,perc_90,2
2417,Polypedates_leucomystax,0,3926220.27,perc_90,5
2507,Polypedates_leucomystax,0,3926220.27,perc_90,9
1288,Ameerega_hahneli,0.116129032,3955649.13,perc_90,2
1378,Ameerega_hahneli,0.001731602,3955649.13,perc_90,4
1466,Ameerega_hahneli,0.063780681,3955649.13,perc_90,6
1467,Ameerega_hahneli,0.011688312,3955649.13,perc_90,4
1470,Ameerega_hahneli,0,3955649.13,perc_90,4
1557,Ameerega_hahneli,0.025031289,3955649.13,perc_90,2
2415,Pelophylax_nigromaculatus,0.009185606,4284364.19,perc_90,10
2500,Pelophylax_nigromaculatus,0.009348525,4284364.19,perc_90,3
2502,Pelophylax_nigromaculatus,0.002337131,4284364.19,perc_90,4
2503,Pelophylax_nigromaculatus,0.004148408,4284364.19,perc_90,6
2504,Pelophylax_nigromaculatus,0.005842828,4284364.19,perc_90,3
2505,Pelophylax_nigromaculatus,0.003125,4284364.19,perc_90,6
2591,Pelophylax_nigromaculatus,0.001420455,4284364.19,perc_90,2
2594,Pelophylax_nigromaculatus,0.003447268,4284364.19,perc_90,6
2595,Pelophylax_nigromaculatus,0.00874498,4284364.19,perc_90,14
2596,Pelophylax_nigromaculatus,0.01169706,4284364.19,perc_90,21
2683,Pelophylax_nigromaculatus,0.012269939,4284364.19,perc_90,2
2684,Pelophylax_nigromaculatus,0.005959684,4284364.19,perc_90,5
2685,Pelophylax_nigromaculatus,0.009255571,4284364.19,perc_90,12
2686,Pelophylax_nigromaculatus,0.011776241,4284364.19,perc_90,59
2774,Pelophylax_nigromaculatus,0.009290096,4284364.19,perc_90,5
2776,Pelophylax_nigromaculatus,0.009589453,4284364.19,perc_90,5
2777,Pelophylax_nigromaculatus,0.004714757,4284364.19,perc_90,3
2780,Pelophylax_nigromaculatus,0.007760123,4284364.19,perc_90,15
2865,Pelophylax_nigromaculatus,0.010606061,4284364.19,perc_90,6
2866,Pelophylax_nigromaculatus,0.037478694,4284364.19,perc_90,7
2867,Pelophylax_nigromaculatus,0.030334015,4284364.19,perc_90,9
2957,Pelophylax_nigromaculatus,0.008264463,4284364.19,perc_90,11
3047,Pelophylax_nigromaculatus,0.005076036,4284364.19,perc_90,17
2231,Microhyla_fissipes,0.049284579,4303502.47,perc_90,2
2416,Microhyla_fissipes,0.007949126,4303502.47,perc_90,2
1288,Ameerega_trivittata,0,4331838.37,perc_90,2
1377,Ameerega_trivittata,0.015040795,4331838.37,perc_90,3
1466,Ameerega_trivittata,0.018828041,4331838.37,perc_90,6
1467,Ameerega_trivittata,0.019480519,4331838.37,perc_90,4
1470,Ameerega_trivittata,0,4331838.37,perc_90,2
1557,Ameerega_trivittata,0.026121884,4331838.37,perc_90,5
3019,Triturus_cristatus,0.005125406,4374337.62,perc_90,30
3105,Triturus_cristatus,0.000309235,4374337.62,perc_90,73
1956,Euphlyctis_cyanophlyctis,0.005319149,4439313.99,perc_90,2
2408,Euphlyctis_cyanophlyctis,0.002955083,4439313.99,perc_90,6
2927,Pelobates_fuscus,0,4501501.22,perc_90,6
3024,Pelobates_fuscus,0.025423234,4501501.22,perc_90,16
3025,Pelobates_fuscus,0.000934034,4501501.22,perc_90,6
3116,Pelobates_fuscus,0,4501501.22,perc_90,3
3122,Pelobates_fuscus,0.000875657,4501501.22,perc_90,4
1477,Scinax_nebulosus,0.004740358,4502836.56,perc_90,14
2595,Lithobates_catesbeianus,0,4520792.21,perc_90,2
1378,Allobates_femoralis,0,5607495.67,perc_90,4
1379,Allobates_femoralis,0.020770967,5607495.67,perc_90,24
1467,Allobates_femoralis,0,5607495.67,perc_90,3
1469,Allobates_femoralis,0.025280414,5607495.67,perc_90,20
1470,Allobates_femoralis,0.00859745,5607495.67,perc_90,10
1557,Allobates_femoralis,0.15914787,5607495.67,perc_90,2
1560,Allobates_femoralis,0.056393443,5607495.67,perc_90,21
1561,Allobates_femoralis,0.043442623,5607495.67,perc_90,12
1562,Allobates_femoralis,0.001731602,5607495.67,perc_90,3
1736,Allobates_femoralis,0.005194805,5607495.67,perc_90,3
952,Xenopus_muelleri,0,5654205.56,perc_90,2
953,Xenopus_muelleri,0.004597701,5654205.56,perc_90,3
933,Adenomera_andreae,0.063565891,5976957.43,perc_90,2
1380,Adenomera_andreae,0.098846787,5976957.43,perc_90,2
1381,Adenomera_andreae,0.059308072,5976957.43,perc_90,2
1467,Adenomera_andreae,0.084019769,5976957.43,perc_90,2
1468,Adenomera_andreae,0.104947526,5976957.43,perc_90,2
1471,Adenomera_andreae,0.080724876,5976957.43,perc_90,2
1559,Adenomera_andreae,0.075329304,5976957.43,perc_90,9
1560,Adenomera_andreae,0.080259705,5976957.43,perc_90,4
1562,Adenomera_andreae,0.073585942,5976957.43,perc_90,3
1651,Adenomera_andreae,0.024711697,5976957.43,perc_90,2
1738,Adenomera_andreae,0.062468766,5976957.43,perc_90,3
1742,Adenomera_andreae,0.034047227,5976957.43,perc_90,3
1832,Adenomera_andreae,0.020730676,5976957.43,perc_90,220
2904,Lithobates_pipiens,0.004371585,6025186,perc_90,3
1381,Osteocephalus_taurinus,0.007792208,6116928.89,perc_90,2
1383,Osteocephalus_taurinus,0.018181818,6116928.89,perc_90,2
1473,Osteocephalus_taurinus,0.015584416,6116928.89,perc_90,3
1474,Osteocephalus_taurinus,0.003463203,6116928.89,perc_90,3
2142,Duttaphrynus_melanostictus,0,6924093.99,perc_90,2
2842,Pelophylax_ridibundus,0.002469136,7192022.03,perc_90,2
2745,Rana_temporaria,0,7784645.09,perc_90,2
2833,Rana_temporaria,0.003553114,7784645.09,perc_90,16
2834,Rana_temporaria,0.02181339,7784645.09,perc_90,29
2835,Rana_temporaria,0.001319582,7784645.09,perc_90,31
2836,Rana_temporaria,0.000988739,7784645.09,perc_90,11
2838,Rana_temporaria,0,7784645.09,perc_90,10
2842,Rana_temporaria,0.003021148,7784645.09,perc_90,2
2923,Rana_temporaria,0.003052503,7784645.09,perc_90,9
2924,Rana_temporaria,0.030320199,7784645.09,perc_90,14
2925,Rana_temporaria,0.002482494,7784645.09,perc_90,44
2927,Rana_temporaria,0.007379188,7784645.09,perc_90,31
2928,Rana_temporaria,0,7784645.09,perc_90,3
2929,Rana_temporaria,0.00060423,7784645.09,perc_90,11
3013,Rana_temporaria,0.004001601,7784645.09,perc_90,7
3015,Rana_temporaria,0.001628627,7784645.09,perc_90,11
3016,Rana_temporaria,0,7784645.09,perc_90,2
3017,Rana_temporaria,0.004201681,7784645.09,perc_90,3
3018,Rana_temporaria,0.012350667,7784645.09,perc_90,68
3019,Rana_temporaria,0,7784645.09,perc_90,3
3020,Rana_temporaria,0.001866003,7784645.09,perc_90,17
3022,Rana_temporaria,0.000671366,7784645.09,perc_90,9
3025,Rana_temporaria,0,7784645.09,perc_90,2
3103,Rana_temporaria,0.00194705,7784645.09,perc_90,13
3104,Rana_temporaria,0.000692685,7784645.09,perc_90,35
3105,Rana_temporaria,0.0021645,7784645.09,perc_90,10
3107,Rana_temporaria,0.001812689,7784645.09,perc_90,5
3108,Rana_temporaria,0.012298634,7784645.09,perc_90,43
3109,Rana_temporaria,0.033707865,7784645.09,perc_90,2
3114,Rana_temporaria,0,7784645.09,perc_90,3
3121,Rana_temporaria,0,7784645.09,perc_90,2
3194,Rana_temporaria,0.001037344,7784645.09,perc_90,4
3195,Rana_temporaria,0.001383126,7784645.09,perc_90,3
3202,Rana_temporaria,0,7784645.09,perc_90,3
3291,Rana_temporaria,0,7784645.09,perc_90,3
751,Dendropsophus_nanus,0,8158117.78,perc_90,2
1512,Fejervarya_limnocharis,0.008460237,8896740.71,perc_90,2
1513,Fejervarya_limnocharis,0.00761035,8896740.71,perc_90,2
1871,Fejervarya_limnocharis,0.005051865,8896740.71,perc_90,5
1960,Fejervarya_limnocharis,0.011369509,8896740.71,perc_90,3
2904,Lithobates_sylvaticus,0.003747073,9134145.44,perc_90,7
1203,Adenomera_hylaedactyla,0,9405561.21,perc_90,2
1287,Adenomera_hylaedactyla,0.004393191,9405561.21,perc_90,3
1291,Adenomera_hylaedactyla,0.059099069,9405561.21,perc_90,7
1381,Adenomera_hylaedactyla,0.041784874,9405561.21,perc_90,5
1473,Adenomera_hylaedactyla,0.042978511,9405561.21,perc_90,4
1559,Adenomera_hylaedactyla,0.012743628,9405561.21,perc_90,4
1560,Adenomera_hylaedactyla,0.065967016,9405561.21,perc_90,2
1562,Adenomera_hylaedactyla,0.040413072,9405561.21,perc_90,4
1742,Adenomera_hylaedactyla,0.030868421,9405561.21,perc_90,3
1743,Adenomera_hylaedactyla,0.047976012,9405561.21,perc_90,2
1830,Adenomera_hylaedactyla,0.002196595,9405561.21,perc_90,3
2930,Rana_arvalis,0.041055718,9829623.49,perc_90,2
3019,Rana_arvalis,0.039589443,9829623.49,perc_90,2
3020,Rana_arvalis,0.020946795,9829623.49,perc_90,7
3021,Rana_arvalis,0.003560955,9829623.49,perc_90,8
3108,Rana_arvalis,0.001241248,9829623.49,perc_90,18
3109,Rana_arvalis,0.004398827,9829623.49,perc_90,2
3119,Rana_arvalis,0.005865103,9829623.49,perc_90,2
1831,Trachycephalus_venulosus,0,12127407.61,perc_90,2
2959,Salamandrella_keyserlingii,0.010108498,12495717.75,perc_90,28
2961,Salamandrella_keyserlingii,0.004382121,12495717.75,perc_90,2
3047,Salamandrella_keyserlingii,0.007887818,12495717.75,perc_90,2
3049,Salamandrella_keyserlingii,0.012707575,12495717.75,perc_90,33
3051,Salamandrella_keyserlingii,0.00653825,12495717.75,perc_90,39
3121,Salamandrella_keyserlingii,0.000269401,12495717.75,perc_90,9
3131,Salamandrella_keyserlingii,0.003927987,12495717.75,perc_90,5
3233,Salamandrella_keyserlingii,0.000725819,12495717.75,perc_90,40
3318,Salamandrella_keyserlingii,0.000584283,12495717.75,perc_90,3
3329,Salamandrella_keyserlingii,0,12495717.75,perc_90,4
