Binomial,Anthrome,PiHat
'Artibeus_toltecus',5,0.005479452
'Artibeus_watsoni',5,0.049188333
'Aselliscus_stoliczkanus',5,0.032142553
'Bandicota_indica',5,0.064403793
'Bauerus_dubiaquercus',5,0.00152207
'Berylmys_berdmorei',5,0.003794291
'Berylmys_bowersi',5,0.003605451
'Blarina_brevicauda',5,0.005321282
'Carollia_brevicauda',5,0.017845775
'Carollia_castanea',5,0.03271349
'Carollia_perspicillata',5,0.007227926
'Carollia_sowelli',5,0.004892939
'Carollia_subrufa',5,0.001014713
'Caryomys_eva',5,0.001230769
'Castor_canadensis',5,0
'Centurio_senex',5,0.008602145
'Cervus_albirostris',5,0.003039514
'Chaetodipus_pernix',5,0.004058853
'Chiroderma_trinitatum',5,0.004231851
'Chiroderma_villosum',5,0.010140406
'Chrotopterus_auritus',5,0.054401803
'Coelops_frithii',5,0.046920821
'Colomys_goslingi',5,0.002797203
'Condylura_cristata',5,0.001217656
'Cormura_brevirostris',5,0.03540331
'Cricetomys_emini',5,0.002283105
'Cricetulus_longicaudatus',5,0.011841492
'Crocidura_olivieri',5,0
'Cryptotis_nigrescens',5,0.00608828
'Cynomops_paranus',5,0.01114671
'Cynopterus_brachyotis',5,0.007398482
'Cynopterus_sphinx',5,0.008514637
'Cyttarops_alecto',5,0.054878049
'Dacnomys_millardi',5,0
'Dephomys_defua',5,0.00304414
'Desmodus_rotundus',5,0.03339216
'Dicrostonyx_hudsonius',5,0.000477002
'Didelphis_albiventris',5,0.001020929
'Didelphis_marsupialis',5,0.008307224
'Didelphis_virginiana',5,0
'Diphylla_ecaudata',5,0.040588534
'Dromiciops_gliroides',5,0
'Enchisthenes_hartii',5,0.020675198
'Eonycteris_spelaea',5,0.00456621
'Epomophorus_gambianus',5,0.010474305
'Eptesicus_brasiliensis',5,0.00456621
'Eptesicus_furinalis',5,0.048575216
'Eptesicus_fuscus',5,0.001923158
'Eptesicus_serotinus',5,0.001016263
'Eudiscopus_denticulus',5,0.002284191
'Euryoryzomys_macconnelli',5,0.004872577
'Furipterus_horrens',5,0.04414003
'Glischropus_tylopus',5,0.003210458
'Glossophaga_commissarisi',5,0.013995887
'Glossophaga_soricina',5,0.028987974
'Glyphonycteris_daviesi',5,0.008523592
'Handleyomys_alfaroi',5,0.026128869
'Handleyomys_melanotis',5,0.004641399
'Harpiocephalus_harpia',5,0.007609654
'Herpailurus_yagouaroundi',5,0
'Herpestes_javanicus',5,0
'Hesperoptenus_blanfordi',5,0.006334125
'Hesperoptenus_tickelli',5,0.004289119
'Heteromys_australis',5,0.00608828
'Heteromys_desmarestianus',5,0.068023662
'Heteromys_gaumeri',5,0.007769563
'Hipposideros_armiger',5,0.016558068
'Hipposideros_cervinus',5,0.007794734
'Hipposideros_cineraceus',5,0.049002014
'Hipposideros_diadema',5,0.005110064
'Hipposideros_dyacorum',5,0.001768347
'Hipposideros_galeritus',5,0.015118424
'Hipposideros_grandis',5,0.002026342
'Hipposideros_larvatus',5,0.001160004
'Hipposideros_pomona',5,0.06526698
'Hipposideros_pratti',5,0
'Hipposideros_rotalis',5,0.003821702
'Hylaeamys_megacephalus',5,0.015175463
'Hylaeamys_perenensis',5,0.037855739
'Hylaeamys_yunganus',5,0.02191733
'Hylomyscus_aeta',5,0.020143885
'Hylomyscus_alleni',5,0.04852095
'Hylomyscus_stella',5,0.002845412
'Hylonycteris_underwoodi',5,0.043468073
'Hylopetes_spadiceus',5,0.002037244
'Isthmomys_pirrensis',5,0.020075433
'Kerivoula_hardwickii',5,0.082546438
'Kerivoula_minuta',5,0.030744337
'Kerivoula_papillosa',5,0.060345889
'Kerivoula_picta',5,0.002375297
'Lampronycteris_brachyotis',5,0.00304414
'Lasiurus_borealis',5,0.006079027
'Leopardus_wiedii',5,0.022857143
'Leopoldamys_edwardsi',5,0.084950904
'Leopoldamys_milleti',5,0.001560062
'Leopoldamys_neilli',5,0.03441435
'Leopoldamys_sabanus',5,0.001398601
'Lichonycteris_obscura',5,0.001531394
'Lonchophylla_thomasi',5,0.035187965
'Lonchorhina_aurita',5,0.128049078
'Lophostoma_brasiliense',5,0.026332332
'Lophostoma_evotis',5,0.003082371
'Lophostoma_silvicolum',5,0.02467199
'Loxodonta_africana',5,0
'Macroglossus_minimus',5,0.001584363
'Macroglossus_sobrinus',5,0.008523361
'Macrophyllum_macrophyllum',5,0.021818626
'Malacomys_cansdalei',5,0.000620287
'Marmosa_demerarae',5,0.051750381
'Marmosa_mexicana',5,0.008370353
'Marmosa_murina',5,0.044966719
'Marmosa_regina',5,0.002029427
'Marmosops_invictus',5,0.022323694
'Marmosops_noctivagus',5,0.18445122
'Martes_pennanti',5,0.002457661
'Mastomys_natalensis',5,0.012813064
'Maxomys_surifer',5,0.028356402
'Maxomys_whiteheadi',5,0.015535158
'Megaderma_lyra',5,0.000986021
'Megaderma_spasma',5,0.005727313
'Megaerops_niphanae',5,0.006775088
'Megaloglossus_woermanni',5,0.045886076
'Melanomys_caliginosus',5,0
'Meriones_meridianus',5,0.004923077
'Mesomys_hispidus',5,0.007247952
'Mesophylla_macconnelli',5,0.005093495
'Micronycteris_brosseti',5,0.00152207
'Micronycteris_hirsuta',5,0.054794521
'Micronycteris_megalotis',5,0.040957649
'Micronycteris_minuta',5,0.018754077
'Micropteropus_pusillus',5,0.009392048
'Microtus_arvalis',5,0
'Microtus_limnophilus',5,0.006239316
'Microtus_pennsylvanicus',5,0.005448873
'Mimon_cozumelae',5,0.069593256
'Mimon_crenulatum',5,0.023133986
'Miniopterus_magnater',5,0.006345502
'Miniopterus_natalensis',5,0.003805175
'Miniopterus_pusillus',5,0.012567535
'Molossops_temminckii',5,0.001826484
'Molossus_coibensis',5,0.00130885
'Molossus_molossus',5,0.005519108
'Molossus_rufus',5,0.02720712
'Monodelphis_brevicaudata',5,0
'Mormoops_megalophylla',5,0.223587224
'Murina_aurata',5,0.026309034
'Murina_cyclotis',5,0.036415891
'Murina_hilgendorfi',5,0.006434908
'Murina_huttoni',5,0
'Murina_tubinaris',5,0.026686167
'Murina_ussuriensis',5,0.00682649
'Mustela_erminea',5,0
'Myodes_gapperi',5,0.014754029
'Myodes_glareolus',5,0
'Myodes_rufocanus',5,0.013609239
'Myonycteris_torquata',5,0.008823529
'Myotis_albescens',5,0.016556291
'Myotis_annamiticus',5,0
'Myotis_annectans',5,0.03255644
'Myotis_ater',5,0.007001522
'Myotis_bechsteinii',5,0.042520271
'Myotis_bombinus',5,0.003767003
'Myotis_brandtii',5,0.058764751
'Myotis_daubentonii',5,0.010577002
'Myotis_elegans',5,0.00304414
'Myotis_emarginatus',5,0.01369863
'Myotis_horsfieldii',5,0.002613291
'Myotis_ikonnikovi',5,0.009337354
'Myotis_keaysi',5,0.015381179
'Myotis_laniger',5,0.016949153
'Myotis_lucifugus',5,0.001519757
'Myotis_montivagus',5,0.04384868
'Myotis_muricola',5,0.039881278
'Myotis_mystacinus',5,0.040691205
'Myotis_nattereri',5,0.0152207
'Myotis_nigricans',5,0
'Myotis_punicus',5,0
'Myotis_riparius',5,0.035322678
'Myotis_rosseti',5,0.005571181
'Myotis_siligorensis',5,0.01438688
'Napaeozapus_insignis',5,0.001014713
'Natalus_stramineus',5,0.002953749
'Neacomys_paracou',5,0.002283105
'Neacomys_spinosus',5,0.007425694
'Nectomys_squamipes',5,0.106946225
'Neodon_irene',5,0.006461538
'Neotomodon_alstoni',5,0.003072333
'Nephelomys_albigularis',5,0.008372579
'Neurotrichus_gibbsii',5,0
'Niviventer_confucianus',5,0.018453705
'Niviventer_cremoriventer',5,0.006392694
'Niviventer_fulvescens',5,0.005777201
'Niviventer_langbianis',5,0.026474284
'Noctilio_leporinus',5,0.003744497
'Nycteris_grandis',5,0.00456621
'Nycteris_tragata',5,0.004587156
'Nycticebus_bengalensis',5,0
'Ochotona_cansus',5,0.005529954
'Odocoileus_virginianus',5,0.024539877
'Oecomys_bicolor',5,0.044943673
'Oecomys_concolor',5,0.081611945
'Oecomys_rutilus',5,0.053165843
'Oligoryzomys_fulvescens',5,0.003768689
'Orthogeomys_hispidus',5,0.002435312
'Oryzomys_couesi',5,0.006007687
'Otonyctomys_hatti',5,0.001014713
'Ototylomys_phyllotis',5,0.007849324
'Panthera_onca',5,0.016129032
'Pan_troglodytes',5,0.001299545
'Papio_ursinus',5,0
'Peromyscus_gymnotis',5,0.002288504
'Peromyscus_leucopus',5,0.007471203
'Peromyscus_maniculatus',5,0.0152207
'Peromyscus_melanotis',5,0.034008867
'Peromyscus_mexicanus',5,0.040233168
'Peromyscus_yucatanicus',5,0.009105669
'Peropteryx_kappleri',5,0
'Peropteryx_leucoptera',5,0.014106583
'Phenacomys_intermedius',5,0
'Philander_andersoni',5,0.017143625
'Philander_opossum',5,0.034500254
'Philantomba_monticola',5,0
'Phoniscus_jagorii',5,0.00792158
'Phylloderma_stenops',5,0.024932071
'Phyllostomus_discolor',5,0.003715741
'Phyllostomus_elongatus',5,0.002041823
'Phyllostomus_hastatus',5,0.013028397
'Pipanacoctomys_aureus',5,0.015114196
'Pipistrellus_cadornae',5,0.004680467
'Pipistrellus_javanicus',5,0.051176077
'Pipistrellus_kuhlii',5,0.029852272
'Pipistrellus_nathusii',5,0.002048172
'Pipistrellus_paterculus',5,0.006358879
'Pipistrellus_pipistrellus',5,0.008676889
'Pipistrellus_pulveratus',5,0.003527665
'Pipistrellus_pygmaeus',5,0.00449754
'Pipistrellus_tenuis',5,0.006071725
'Platyrrhinus_brachycephalus',5,0.001526718
'Platyrrhinus_helleri',5,0.018285685
'Platyrrhinus_infuscus',5,0.003788053
'Plecotus_auritus',5,0.02347826
'Plecotus_sardus',5,0
'Praomys_daltoni',5,0.023739044
'Praomys_derooi',5,0
'Praomys_jacksoni',5,0.026658799
'Praomys_lukolelae',5,0.032800964
'Praomys_minor',5,0.001628124
'Praomys_misonnei',5,0.010469975
'Praomys_mutoni',5,0.001617539
'Praomys_petteri',5,0.01944296
'Praomys_tullbergi',5,0.028530667
'Prionailurus_bengalensis',5,0
'Procyon_lotor',5,0.006485084
'Proechimys_cuvieri',5,0.015608457
'Proechimys_guyannensis',5,0.002283105
'Proechimys_quadruplicatus',5,0.001504605
'Proechimys_simonsi',5,0.003170595
'Promops_centralis',5,0.005370087
'Pteromys_volans',5,0
'Pteronotus_parnellii',5,0.041993538
'Pteronotus_personatus',5,0.002464304
'Rattus_andamanensis',5,0.018031049
'Rattus_argentiventer',5,0
'Rattus_exulans',5,0.001911856
'Rattus_nitidus',5,0.001103861
'Rattus_rattus',5,0.048916379
'Rattus_tanezumi',5,0.004192906
'Rattus_tiomanicus',5,0.009750236
'Reithrodontomys_creper',5,0.003913894
'Reithrodontomys_gracilis',5,0.007592344
'Reithrodontomys_megalotis',5,0.004879166
'Reithrodontomys_spectabilis',5,0.000611922
'Rhinolophus_acuminatus',5,0.000331785
'Rhinolophus_affinis',5,0.010655038
'Rhinolophus_alcyone',5,0.010151322
'Rhinolophus_borneensis',5,0.003771928
'Rhinolophus_coelophyllus',5,0.001080497
'Rhinolophus_euryale',5,0.001519757
'Rhinolophus_ferrumequinum',5,0
'Rhinolophus_lepidus',5,0.006856285
'Rhinolophus_luctus',5,0.003843885
'Rhinolophus_macrotis',5,0.009394506
'Rhinolophus_malayanus',5,0.017186946
'Rhinolophus_marshalli',5,0.005257819
'Rhinolophus_mehelyi',5,0
'Rhinolophus_paradoxolophus',5,0.011357656
'Rhinolophus_pearsonii',5,0.049894337
'Rhinolophus_pusillus',5,0.039066464
'Rhinolophus_shameli',5,0.019342231
'Rhinolophus_siamensis',5,0.00984937
'Rhinolophus_stheno',5,0.012782451
'Rhinolophus_thomasi',5,0.00152207
'Rhinolophus_trifoliatus',5,0.006186419
'Rhinophylla_alethina',5,0.015235395
'Rhinophylla_fischerae',5,0.008746921
'Rhinophylla_pumilio',5,0.008953107
'Rhogeessa_aeneus',5,0.006732922
'Rhynchonycteris_naso',5,0.038986686
'Rousettus_aegyptiacus',5,0.017842181
'Rousettus_amplexicaudatus',5,0.015687705
'Saccopteryx_bilineata',5,0.035954045
'Saccopteryx_leptura',5,0.012704249
'Sciurus_aestuans',5,0.073820396
'Scolomys_melanops',5,0.004294444
'Scotinomys_teguina',5,0.035958364
'Scotomanes_ornatus',5,0.003975947
'Scotonycteris_zenkeri',5,0
'Scotophilus_heathii',5,0.018961792
'Scotophilus_kuhlii',5,0.01217656
'Sicista_concolor',5,0
'Sigmodon_hispidus',5,0.047785711
'Sorex_arcticus',5,0.000334521
'Sorex_bedfordiae',5,0.064340716
'Sorex_cinereus',5,0.005516042
'Sorex_dispar',5,0
'Sorex_fumeus',5,0.003230657
'Sorex_hoyi',5,0.004185693
'Sorex_palustris',5,0.002601356
'Sorex_tundrensis',5,0.006099124
'Sorex_vagrans',5,0.001826484
'Sturnira_bidens',5,0.008850951
'Sturnira_erythromos',5,0.044812135
'Sturnira_lilium',5,0.026738476
'Sturnira_ludovici',5,0.047221009
'Sturnira_luisi',5,0.005901985
'Sturnira_magna',5,0.00594371
'Sturnira_tildae',5,0.003628844
'Synaptomys_cooperi',5,0.002644811
'Tadarida_aegyptiaca',5,0.01065449
'Tadarida_teniotis',5,0.066282317
'Tamiasciurus_hudsonicus',5,0.010317512
'Tamias_minimus',5,0.128571429
'Tamias_sibiricus',5,0
'Tamias_striatus',5,0.008205296
'Thyroptera_lavali',5,0.013191273
'Thyroptera_tricolor',5,0.093293939
'Tonatia_saurophila',5,0.008974231
'Trachops_cirrhosus',5,0.023122801
'Transandinomys_talamancae',5,0.003062787
'Trinycteris_nicefori',5,0.029975607
'Tylomys_watsoni',5,0.079147641
'Tylonycteris_pachypus',5,0.016729395
'Tylonycteris_robustula',5,0.042111204
'Tympanoctomys_barrerae',5,0
'Uroderma_bilobatum',5,0.013922666
'Ursus_americanus',5,0
'Vampyressa_bidens',5,0.012513703
'Vampyressa_brocki',5,0
'Vampyressa_nymphaea',5,0.007011747
'Vampyressa_thyone',5,0.00518146
'Vampyrodes_caraccioli',5,0.010718115
'Vampyrum_spectrum',5,0
'Zapus_hudsonius',5,0.006740596
'Aethalops_alecto',6,0.005640612
'Ametrida_centurio',6,0.0120399
'Anoura_caudifer',6,0.006991723
'Anoura_geoffroyi',6,0.007070979
'Anoura_latidens',6,0.000854511
'Antilocapra_americana',6,0.00152207
'Apodemus_peninsulae',6,0.005027554
'Artibeus_amplus',6,0.006600768
'Artibeus_bogotensis',6,0.007821442
'Artibeus_cinereus',6,0.021477742
'Artibeus_concolor',6,0.016001143
'Artibeus_gnomus',6,0.011165177
'Artibeus_jamaicensis',6,0.003822087
'Artibeus_lituratus',6,0.006987343
'Artibeus_obscurus',6,0.005508071
'Artibeus_phaeotis',6,0.001745904
'Balionycteris_maculata',6,0.007537871
'Blarina_brevicauda',6,0.013913799
'Callosciurus_prevostii',6,0.157733538
'Canis_latrans',6,0.02604524
'Carollia_brevicauda',6,0.011530273
'Carollia_perspicillata',6,0.006825019
'Carollia_sowelli',6,0.001409644
'Centronycteris_maximiliani',6,0.004070521
'Centurio_senex',6,0.01217656
'Cephalophus_callipygus',6,0.003039514
'Chiroderma_trinitatum',6,0.008058001
'Chiroderma_villosum',6,0.008347365
'Choeroniscus_minor',6,0.011079606
'Chrotopterus_auritus',6,0.011129865
'Condylura_cristata',6,0
'Cormura_brevirostris',6,0.030849466
'Cuniculus_paca',6,0.005970272
'Cynomops_paranus',6,0.002034384
'Dasyprocta_leporina',6,0.001970649
'Dasypus_kappleri',6,0
'Desmodus_rotundus',6,0.005041269
'Diaemus_youngi',6,0.003297818
'Diclidurus_isabellus',6,0.003173825
'Dicrostonyx_groenlandicus',6,0.003706025
'Dicrostonyx_richardsoni',6,0.003556385
'Didelphis_imperfecta',6,0.004232804
'Didelphis_marsupialis',6,0.003646248
'Eptesicus_bottae',6,0
'Eptesicus_chiriquinus',6,0.006127982
'Eptesicus_furinalis',6,0.015394667
'Eptesicus_fuscus',6,0.038967594
'Eptesicus_nilssonii',6,0
'Eumops_auripendulus',6,0.001319127
'Eumops_hansae',6,0.002718014
'Euryoryzomys_macconnelli',6,0.01560159
'Exilisciurus_exilis',6,0
'Furipterus_horrens',6,0.005073567
'Glaucomys_sabrinus',6,0.00913242
'Glossophaga_commissarisi',6,0.007247952
'Glossophaga_longirostris',6,0.000970633
'Glossophaga_soricina',6,0.018013176
'Glyphonycteris_daviesi',6,0.006481231
'Glyphonycteris_sylvestris',6,0.013952308
'Gulo_gulo',6,0.000511247
'Heimyscus_fumosus',6,0.015138513
'Heteromys_desmarestianus',6,0.005188813
'Heteromys_gaumeri',6,0.001352951
'Hylaeamys_megacephalus',6,0.007337031
'Hylaeamys_yunganus',6,0.001510351
'Hylomyscus_alleni',6,0.002401125
'Hylomyscus_parvus',6,0.060070994
'Isothrix_sinnamariensis',6,0.00304414
'Lasionycteris_noctivagans',6,0.003526594
'Lasiurus_atratus',6,0.004580323
'Lasiurus_blossevillii',6,0.074073303
'Lasiurus_cinereus',6,0.003622318
'Lasiurus_egregius',6,0.00456621
'Lasiurus_xanthinus',6,0.001519757
'Lemmus_trimucronatus',6,0.005603027
'Leopoldamys_sabanus',6,0.003576356
'Lepus_arcticus',6,0
'Liomys_salvini',6,0.001777907
'Lionycteris_spurrelli',6,0.009932878
'Lonchophylla_thomasi',6,0.005533053
'Lonchorhina_inusitata',6,0.003202467
'Lontra_canadensis',6,0.001568943
'Lophostoma_brasiliense',6,0.00304414
'Lophostoma_carrikeri',6,0.006595637
'Lophostoma_schulzi',6,0.004352091
'Lophostoma_silvicolum',6,0.003009483
'Lynx_rufus',6,0
'Macroglossus_minimus',6,0.002454084
'Macrophyllum_macrophyllum',6,0.007857662
'Makalata_didelphoides',6,0.00357307
'Marmosa_demerarae',6,0.002914537
'Marmosa_mexicana',6,0.000946441
'Marmosa_murina',6,0.005658731
'Marmosops_parvidens',6,0.008884657
'Marmosops_pinheiroi',6,0.003359991
'Martes_americana',6,0.000639635
'Martes_pennanti',6,0.000530598
'Mastomys_natalensis',6,0.014706695
'Maxomys_ochraceiventer',6,0.032615786
'Maxomys_rajah',6,0.014861347
'Maxomys_surifer',6,0.005737872
'Maxomys_whiteheadi',6,0.008046086
'Mazama_americana',6,0.00304414
'Mazama_gouazoubira',6,0.003047234
'Mesocricetus_auratus',6,0
'Mesomys_hispidus',6,0.013204421
'Mesophylla_macconnelli',6,0.008924509
'Metachirus_nudicaudatus',6,0.00456621
'Micronycteris_brosseti',6,0.001529052
'Micronycteris_hirsuta',6,0.00121998
'Micronycteris_megalotis',6,0.033427111
'Micronycteris_minuta',6,0.01284599
'Microtus_agrestis',6,0.007149754
'Microtus_hyperboreus',6,0.007711821
'Microtus_longicaudus',6,0.005369714
'Microtus_maximowiczii',6,0.03500761
'Microtus_middendorffii',6,0.027061469
'Microtus_pennsylvanicus',6,0.012918401
'Mimon_bennettii',6,0
'Mimon_crenulatum',6,0.011121241
'Molossops_neglectus',6,0.001781161
'Molossus_molossus',6,0.004055349
'Molossus_rufus',6,0.007613021
'Monodelphis_brevicaudata',6,0.005769986
'Murina_ussuriensis',6,0.00304414
'Mustela_erminea',6,0.00972355
'Mustela_frenata',6,0
'Myodes_gapperi',6,0.031310597
'Myodes_rufocanus',6,0.012030672
'Myodes_rutilus',6,0.038456863
'Myotis_albescens',6,0.0098022
'Myotis_brandtii',6,0.00304414
'Myotis_californicus',6,0.004179331
'Myotis_evotis',6,0.018237082
'Myotis_frater',6,0.00152207
'Myotis_ikonnikovi',6,0.010186041
'Myotis_keenii',6,0.00129199
'Myotis_lucifugus',6,0.006443798
'Myotis_riparius',6,0.005073567
'Myotis_yumanensis',6,0.003546099
'Neacomys_guianae',6,0.007882287
'Neacomys_paracou',6,0.008870721
'Necromys_urichi',6,0.00249424
'Neotoma_cinerea',6,0.003048788
'Niviventer_cremoriventer',6,0.00456621
'Noctilio_leporinus',6,0.003665317
'Ochotona_alpina',6,0.00274
'Ochotona_hyperborea',6,0.017591205
'Ochotona_turuchanensis',6,0.002456369
'Odocoileus_hemionus',6,0.003943909
'Odocoileus_virginianus',6,0.005123711
'Oecomys_auyantepui',6,0.018114419
'Oecomys_bicolor',6,0.002952534
'Oecomys_rex',6,0
'Oecomys_roberti',6,0.00304414
'Oecomys_rutilus',6,0.005956679
'Oligoryzomys_fulvescens',6,0.070015221
'Oreamnos_americanus',6,0.000913242
'Oryzomys_couesi',6,0.003743126
'Ototylomys_phyllotis',6,0.007013615
'Ovis_canadensis',6,0
'Panthera_onca',6,0.042780749
'Penthetor_lucasi',6,0.019071319
'Peromyscus_leucopus',6,0
'Peromyscus_maniculatus',6,0.020740257
'Peromyscus_mexicanus',6,0.000152207
'Peromyscus_stirtoni',6,0
'Peromyscus_yucatanicus',6,0.0062232
'Phenacomys_intermedius',6,0.006049463
'Phenacomys_ungava',6,0.03196347
'Philander_opossum',6,0.001025641
'Philetor_brachypterus',6,0.004580153
'Phylloderma_stenops',6,0.017290873
'Phyllostomus_discolor',6,0.004686568
'Phyllostomus_elongatus',6,0.006472065
'Phyllostomus_hastatus',6,0.014753714
'Phyllostomus_latifolius',6,0.009487441
'Pipistrellus_deserti',6,0.001582278
'Pipistrellus_hesperus',6,0.022796353
'Pipistrellus_kuhlii',6,0.001662785
'Platyrrhinus_aurarius',6,0.003434541
'Platyrrhinus_helleri',6,0.025354843
'Potorous_tridactylus',6,0.079113127
'Potos_flavus',6,0.01065449
'Praomys_misonnei',6,0.0009298
'Praomys_petteri',6,0.000733497
'Proechimys_cuvieri',6,0.010237802
'Proechimys_guyannensis',6,0.039306534
'Proechimys_hoplomyoides',6,0.004382147
'Pteronotus_gymnonotus',6,0.002130898
'Pteronotus_parnellii',6,0.027588437
'Pteronotus_personatus',6,0.00859398
'Puma_concolor',6,0
'Rattus_niobe',6,0
'Rhinolophus_trifoliatus',6,0.00304414
'Rhinophylla_pumilio',6,0.008059658
'Rhipidomys_leucodactylus',6,0.001014713
'Rhipidomys_macconnelli',6,0.006996615
'Rhipidomys_nitela',6,0.074885845
'Rhipidomys_wetzeli',6,0.013444952
'Rhynchonycteris_naso',6,0.008653293
'Saccopteryx_bilineata',6,0.0067264
'Saccopteryx_gymnura',6,0.001299122
'Saccopteryx_leptura',6,0.007901304
'Sciurus_carolinensis',6,0.005707763
'Sigmodon_alstoni',6,0
'Sigmodon_hispidus',6,0.072154444
'Sorex_araneus',6,0.00304414
'Sorex_arcticus',6,0.01879246
'Sorex_cinereus',6,0.010759733
'Sorex_daphaenodon',6,0.005389791
'Sorex_fumeus',6,0.003348554
'Sorex_hoyi',6,0.012802172
'Sorex_isodon',6,0.004553253
'Sorex_minutissimus',6,0.00456621
'Sorex_minutus',6,0.00456621
'Sorex_monticolus',6,0.00198003
'Sorex_roboratus',6,0.00152207
'Sorex_tundrensis',6,0.008147611
'Spermophilus_columbianus',6,0
'Spermophilus_lateralis',6,0.000784189
'Spermophilus_parryii',6,0
'Sturnira_lilium',6,0.019339044
'Sturnira_tildae',6,0.003853565
'Sundamys_muelleri',6,0.003855911
'Sundasciurus_lowii',6,0.00304414
'Sylvilagus_floridanus',6,0.03125
'Synaptomys_cooperi',6,0.004573171
'Tadarida_brasiliensis',6,0.000379939
'Tamias_amoenus',6,0.015247339
'Tamiasciurus_hudsonicus',6,0.005237616
'Tamias_striatus',6,0.001242785
'Tayassu_pecari',6,0.002029427
'Thyroptera_tricolor',6,0.003636056
'Tonatia_saurophila',6,0.000600675
'Trachops_cirrhosus',6,0.032080519
'Trinycteris_nicefori',6,0.001545987
'Tympanoctomys_barrerae',6,0
'Uroderma_bilobatum',6,0.007034582
'Ursus_americanus',6,0.017572642
'Ursus_arctos',6,0.003045687
'Ursus_maritimus',6,0.010719755
'Vampyressa_bidens',6,0.009557909
'Vampyressa_brocki',6,0.007042227
'Vampyressa_thyone',6,0.135464231
'Vampyrodes_caraccioli',6,0.053520087
'Vampyrum_spectrum',6,0.001017812
'Vulpes_lagopus',6,0.002774869
'Vulpes_velox',6,0
'Vulpes_vulpes',6,0.003338898
'Zapus_princeps',6,0.015991722
'Zygodontomys_brevicauda',6,0.01910714
