Binomial,Anthrome,PiHat
'Vampyressa_melissa',4,0.014912281
'Vampyressa_pusilla',4,0.003508772
'Vampyressa_thyone',4,0.007017544
'Vormela_peregusna',4,0.001754386
'Vulpes_corsac',4,0
'Xerospermophilus_spilosoma',4,0.073748903
'Zapus_hudsonius',4,0.027088797
'Aethomys_kaiseri',5,0.006461873
'Aethomys_namaquensis',5,0.015988822
'Ailurus_fulgens',5,0
'Akodon_montensis',5,0.001248439
'Alouatta_guariba',5,0.00659524
'Andalgalomys_olrogi',5,0.013623978
'Anourosorex_squamipes',5,0.003508772
'Aotus_azarae',5,0.018453427
'Aotus_trivirgatus',5,0.001754386
'Aplodontia_rufa',5,0.049822919
'Apodemus_agrarius',5,0.005263158
'Apodemus_argenteus',5,0.01242219
'Apodemus_flavicollis',5,0.00894587
'Apodemus_peninsulae',5,0.011842105
'Apodemus_ponticus',5,0.08
'Apodemus_speciosus',5,0.014933487
'Apodemus_sylvaticus',5,0.026742811
'Apodemus_uralensis',5,0.048528727
'Artibeus_incomitatus',5,0
'Artibeus_jamaicensis',5,0.006647773
'Artibeus_phaeotis',5,0.004093567
'Arvicanthis_niloticus',5,0.001798561
'Aselliscus_tricuspidatus',5,0.003508772
'Balionycteris_maculata',5,0.002544529
'Bandicota_indica',5,0.077352998
'Barbastella_leucomelas',5,0.004093567
'Berylmys_berdmorei',5,0.006642512
'Berylmys_bowersi',5,0.040772299
'Brachyphylla_cavernarum',5,0.000526316
'Cacajao_calvus',5,0.015249276
'Cacajao_melanocephalus',5,0.002990325
'Calomys_callosus',5,0.002006308
'Calomyscus_baluchi',5,0.014528987
'Calomyscus_hotsoni',5,0.009838139
'Capreolus_pygargus',5,0.035526157
'Capricornis_crispus',5,0.001547988
'Carollia_brevicauda',5,0.017456359
'Carollia_perspicillata',5,0.009476309
'Castor_canadensis',5,0
'Cavia_tschudii',5,0.028322087
'Cephalophus_rufilatus',5,0
'Ceratotherium_simum',5,0.008406433
'Cheirogaleus_major',5,0
'Cheirogaleus_medius',5,0
'Chimarrogale_himalayica',5,0.046251994
'Chiromyscus_chiropus',5,0.00097561
'Chiropotes_chiropotes',5,0.009871597
'Colomys_goslingi',5,0.021588271
'Corynorhinus_rafinesquii',5,0.010047729
'Corynorhinus_townsendii',5,0.026079922
'Cricetomys_emini',5,0.013538701
'Crocidura_dsinezumi',5,0.016040253
'Crocidura_lasiura',5,0.00877193
'Crocidura_olivieri',5,0
'Crocidura_shantungensis',5,0.009543886
'Crocidura_sibirica',5,0.007042254
'Crocidura_suaveolens',5,0.091864412
'Crocidura_tanakae',5,0
'Crocuta_crocuta',5,0.030054645
'Cynopterus_brachyotis',5,0.017721519
'Dacnomys_millardi',5,0.001974334
'Dasyprocta_leporina',5,0.020228672
'Dendrolagus_inustus',5,0.002325581
'Dromiciops_gliroides',5,0
'Eidolon_helvum',5,0.010502695
'Eliomys_quercinus',5,0.022206152
'Eliurus_webbi',5,0.009182736
'Epomophorus_gambianus',5,0.009867554
'Eptesicus_serotinus',5,0.004136069
'Eremoryzomys_polius',5,0.00090009
'Euchoreutes_naso',5,0.008288288
'Euroscaptor_longirostris',5,0.000584795
'Euroscaptor_parvidens',5,0.049888318
'Galea_musteloides',5,0.04160231
'Galea_spixii',5,0.004385965
'Galemys_pyrenaicus',5,0.004274854
'Gazella_dorcas',5,0.006760897
'Geomys_pinetis',5,0.035880534
'Gerbillus_nanus',5,0.021052632
'Gerbillus_tarabuli',5,0.007017544
'Giraffa_camelopardalis',5,0.004487659
'Glaucomys_sabrinus',5,0.026694339
'Glaucomys_volans',5,0.005143888
'Glirulus_japonicus',5,0.056653158
'Gracilinanus_agilis',5,0.01964591
'Graomys_griseoflavus',5,0.053534347
'Handleyomys_saturatior',5,0.005263158
'Herpestes_javanicus',5,6.04E-05
'Hipposideros_pratti',5,0.005263158
'Hipposideros_ruber',5,0.039317739
'Hydropotes_inermis',5,0.007838927
'Hylaeamys_yunganus',5,0.033707865
'Hylomyscus_aeta',5,0.03816047
'Hylomyscus_alleni',5,0.007962293
'Hylomyscus_parvus',5,0.077803777
'Hylomyscus_stella',5,0.034889709
'Hylopetes_lepidus',5,0
'Hylopetes_spadiceus',5,0.010638298
'Isthmomys_pirrensis',5,0.001754386
'Jaculus_jaculus',5,0.064149197
'Jaculus_orientalis',5,0.002679372
'Kerivoula_hardwickii',5,0.003947368
'Kerivoula_intermedia',5,0.001754386
'Kerivoula_minuta',5,0
'Lemmus_lemmus',5,0.004545455
'Lemniscomys_striatus',5,0.014701874
'Leopoldamys_edwardsi',5,0.071545419
'Leopoldamys_milleti',5,0
'Leopoldamys_neilli',5,0.040869521
'Leopoldamys_sabanus',5,0.042654742
'Lepilemur_ankaranensis',5,0.000539811
'Lepilemur_dorsalis',5,0.000379327
'Lepilemur_septentrionalis',5,0.010526316
'Lepus_brachyurus',5,0.019080822
'Lepus_coreanus',5,0.002339181
'Lepus_timidus',5,0.003163893
'Loxodonta_africana',5,0.023378025
'Macaca_nemestrina',5,0.002351558
'Macaca_pagensis',5,0.006012506
'Macaca_siberu',5,0.002351558
'Mandrillus_sphinx',5,0.001412429
'Marmosa_demerarae',5,0.044693191
'Marmosa_murina',5,0.052702703
'Martes_martes',5,0.005788803
'Martes_melampus',5,0.003097103
'Martes_zibellina',5,0.007544909
'Mastomys_erythroleucus',5,0.030279747
'Mastomys_natalensis',5,0.021978896
'Maxomys_surifer',5,0.050122249
'Maxomys_whiteheadi',5,0.066829666
'Megaloglossus_woermanni',5,0.008187135
'Melonycteris_fardoulisi',5,0.041383589
'Melonycteris_melanops',5,0.003257329
'Melonycteris_woodfordi',5,0.003438292
'Mephitis_mephitis',5,0.013376576
'Meriones_libycus',5,0.011882998
'Meriones_meridianus',5,0.09455843
'Metachirus_nudicaudatus',5,0.059090909
'Microcebus_sambiranensis',5,0.035672515
'Microcebus_tavaratra',5,0.002680014
'Microdipodops_megacephalus',5,0.052416568
'Microdipodops_pallidus',5,0.009456265
'Micromys_minutus',5,0.023100827
'Micropteropus_pusillus',5,0.008616113
'Microtus_agrestis',5,0.008110188
'Microtus_arvalis',5,0.015009747
'Microtus_fortis',5,0.006952909
'Microtus_oeconomus',5,0.005701754
'Miniopterus_schreibersii',5,0.015480649
'Mogera_imaizumii',5,0.012652094
'Mogera_wogura',5,0.02565097
'Monodelphis_adusta',5,0.00356372
'Monodelphis_brevicaudata',5,0.00625
'Monodelphis_emiliae',5,0.005564361
'Monodelphis_kunsi',5,0.008725357
'Murina_cyclotis',5,0.059558117
'Murina_puta',5,0.006095253
'Mus_callewaerti',5,0
'Mus_caroli',5,0.056871345
'Mus_cookii',5,0.001754386
'Mus_fragilicauda',5,0
'Mus_minutoides',5,0.038596491
'Mus_setulosus',5,0.069892473
'Mustela_erminea',5,0.001805622
'Mustela_nivalis',5,0.011788961
'Mustela_sibirica',5,0.010178431
'Myodes_andersoni',5,0.024561404
'Myodes_glareolus',5,0.043155484
'Myodes_regulus',5,0.006557958
'Myodes_rex',5,0.004951267
'Myodes_rufocanus',5,0.019029219
'Myodes_rutilus',5,0.009858047
'Myonycteris_angolensis',5,0.008187135
'Myonycteris_torquata',5,0.007488195
'Myotis_ikonnikovi',5,0.011619048
'Myotis_nattereri',5,0.001231527
'Neacomys_spinosus',5,0.024968789
'Necromys_lasiurus',5,0.003329172
'Neotoma_magister',5,0.015718281
'Niviventer_confucianus',5,0.001754386
'Niviventer_fulvescens',5,0.02460325
'Niviventer_langbianis',5,0.082467443
'Niviventer_niviventer',5,0.021467583
'Notiosorex_crawfordi',5,0.015789474
'Nycticebus_bengalensis',5,0
'Ochotona_hyperborea',5,0.027339181
'Ochotona_nubrica',5,0.015789474
'Ochotona_roylei',5,0.025661376
'Oecomys_paricola',5,0.019566389
'Oligoryzomys_chacoensis',5,0.008739076
'Oligoryzomys_fulvescens',5,0.071929825
'Oligoryzomys_longicaudatus',5,0.01460387
'Oligoryzomys_microtis',5,0.015736767
'Oryzomys_couesi',5,0.04122807
'Oryzomys_palustris',5,0.004953266
'Panthera_leo',5,0.000934086
'Panthera_tigris',5,0.0003553
'Pan_troglodytes',5,0.003505697
'Papio_ursinus',5,0
'Paradoxurus_hermaphroditus',5,0.005137531
'Paruromys_dominator',5,0.031190709
'Petaurus_gracilis',5,0.012658228
'Petaurus_norfolcensis',5,0.005765463
'Philantomba_monticola',5,0.011630161
'Phodopus_campbelli',5,0.002566346
'Phyllotis_magister',5,0.002923977
'Pipanacoctomys_aureus',5,0.016682664
'Praomys_daltoni',5,0.037787442
'Praomys_derooi',5,0.002780163
'Praomys_jacksoni',5,0.057477013
'Praomys_lukolelae',5,0.031805102
'Praomys_minor',5,0.007504784
'Praomys_misonnei',5,0.020574486
'Praomys_mutoni',5,0.004599522
'Praomys_petteri',5,0.038363591
'Praomys_rostratus',5,0.00594343
'Praomys_verschureni',5,0.001988072
'Prionailurus_bengalensis',5,0.000362976
'Procyon_lotor',5,0.008432316
'Pteromys_volans',5,0.006822612
'Pteropus_vampyrus',5,0.018421053
'Puma_concolor',5,0.005194805
'Rattus_andamanensis',5,0.013011696
'Rattus_argentiventer',5,0.00036267
'Rattus_exulans',5,0.0054744
'Rattus_morotaiensis',5,0.005885511
'Rattus_nitidus',5,0.006489692
'Rattus_rattus',5,0.002932551
'Rattus_tanezumi',5,0.009541753
'Rattus_tiomanicus',5,0.011549708
'Rhinolophus_affinis',5,0.024213075
'Rhinolophus_arcuatus',5,0.003369387
'Rhinolophus_borneensis',5,0.001644623
'Rhinolophus_celebensis',5,0.01483558
'Rhinolophus_creaghi',5,0.004842615
'Rhinolophus_euryotis',5,0.005269995
'Rhinolophus_ferrumequinum',5,0
'Rhinolophus_hipposideros',5,0.017519048
'Rhinolophus_philippinensis',5,0
'Rhinolophus_pusillus',5,0
'Rhinopithecus_roxellana',5,0.009950249
'Saccopteryx_bilineata',5,0.0120532
'Saimiri_boliviensis',5,0.000584795
'Sciurus_lis',5,0.004645701
'Sciurus_vulgaris',5,0.004678363
'Sigmodon_hirsutus',5,0.001754386
'Sigmodon_hispidus',5,0.00877193
'Sigmodon_leucotis',5,0.013157895
'Sigmodon_toltecus',5,0.010586673
'Sorex_araneus',5,0.00295858
'Sorex_caecutiens',5,0.005116959
'Sorex_camtschatica',5,0
'Sorex_cinereus',5,0.02209034
'Sorex_fumeus',5,0.005605012
'Sorex_longirostris',5,0.006140351
'Sorex_maritimensis',5,0
'Sorex_minutissimus',5,0.009962786
'Sorex_minutus',5,0.01543308
'Sorex_palustris',5,0.007051043
'Sorex_tundrensis',5,0.00529288
'Sorex_vagrans',5,0.006529153
'Spalax_ehrenbergi',5,0.032338308
'Sturnira_lilium',5,0.027628072
'Sturnira_oporaphilum',5,0.017994859
'Sus_barbatus',5,0.002923977
'Sus_celebensis',5,0.026608187
'Taeromys_celebensis',5,0.029268293
'Talpa_romana',5,0.000877193
'Tamias_amoenus',5,0.004468275
'Tamias_obscurus',5,0.002666667
'Tamias_senex',5,0.000893655
'Tamias_sibiricus',5,0.035864662
'Tamias_siskiyou',5,0
'Tamias_striatus',5,0.002793805
'Tamias_townsendii',5,0.008913504
'Tamiops_maritimus',5,0.001637427
'Tamiops_mcclellandii',5,0.001900585
'Tamiops_swinhoei',5,0.001345029
'Thylogale_browni',5,0.037426901
'Thylogale_brunii',5,0.002631579
'Thylogale_stigmatica',5,0.035089797
'Tragelaphus_scriptus',5,0.072308153
'Transandinomys_talamancae',5,0.000906618
'Triaenops_auritus',5,0.000852294
'Triaenops_rufus',5,0
'Tscherskia_triton',5,0.020120724
'Tympanoctomys_barrerae',5,0
'Uropsilus_investigator',5,0.002631579
'Ursus_thibetanus',5,0.003511031
'Vespertilio_murinus',5,0.006432749
'Vespertilio_sinensis',5,0
'Vulpes_vulpes',5,0.012801036
'Zygodontomys_brevicauda',5,0.006701537
'Aotus_azarae',6,0.031320721
'Aplodontia_rufa',6,0.01482217
'Apodemus_agrarius',6,0.009562667
'Apodemus_peninsulae',6,0.011355662
'Canis_latrans',6,0.006784696
'Corynorhinus_townsendii',6,0.011020433
'Crocidura_sibirica',6,0.002633889
'Dasyprocta_leporina',6,0.010438415
'Dicrostonyx_groenlandicus',6,0.008288815
'Dicrostonyx_richardsoni',6,0.008032129
'Eptesicus_nilssonii',6,0.000569206
'Euchoreutes_naso',6,0.002702703
'Euryoryzomys_macconnelli',6,0.00877193
'Gazella_arabica',6,0
'Gazella_dorcas',6,0.0120562
'Gazella_leptoceros',6,0.02270663
'Gerbillus_gerbillus',6,0.006634769
'Gerbillus_nanus',6,0.007602339
'Gerbillus_occiduus',6,0.011988304
'Gerbillus_pyramidum',6,0.001754386
'Gerbillus_tarabuli',6,0.008333333
'Glaucomys_sabrinus',6,0.019429064
'Glaucomys_volans',6,0.004232804
'Gulo_gulo',6,0.000808394
'Heimyscus_fumosus',6,0.038630378
'Hylomyscus_alleni',6,0.005749717
'Hylomyscus_parvus',6,0.063193963
'Jaculus_jaculus',6,0.055951618
'Jaculus_orientalis',6,0.024414767
'Lemmus_amurensis',6,0.001030397
'Lemmus_lemmus',6,0.002998027
'Lemmus_sibiricus',6,0.003043831
'Lepus_timidus',6,0.002105263
'Loxodonta_africana',6,0.014035088
'Lynx_rufus',6,0.002001783
'Marmosa_demerarae',6,0.017500387
'Marmosa_murina',6,0.020619876
'Marmosops_parvidens',6,0.019712526
'Marmosops_pinheiroi',6,0.019839181
'Marmota_flaviventris',6,0.002468588
'Martes_americana',6,0.010632972
'Martes_pennanti',6,0.000463611
'Mastomys_natalensis',6,0.025061949
'Megaloglossus_woermanni',6,0.003508772
'Mephitis_mephitis',6,0.007267581
'Meriones_libycus',6,0.005405405
'Microdipodops_megacephalus',6,0.049293229
'Microdipodops_pallidus',6,0.03815354
'Microtus_abbreviatus',6,0.00074699
'Microtus_agrestis',6,0.009106099
'Microtus_miurus',6,0.011385831
'Microtus_richardsoni',6,0.012743036
'Monodelphis_brevicaudata',6,0.00875
'Monodelphis_glirina',6,0.000823045
'Mustela_erminea',6,0.003508772
'Myodes_glareolus',6,0.037162688
'Myodes_rufocanus',6,0.018115428
'Myodes_rutilus',6,0.013019857
'Myonycteris_torquata',6,0.005981045
'Myoprocta_acouchy',6,0.002636204
'Myotis_californicus',6,0.011873351
'Neotoma_fuscipes',6,0.070057699
'Nesoryzomys_swarthi',6,0.000904977
'Ochotona_collaris',6,0.006301471
'Ochotona_hyperborea',6,0.010526316
'Oecomys_rutilus',6,0.003188098
'Oligoryzomys_fulvescens',6,0.094540613
'Oligoryzomys_longicaudatus',6,0.032858708
'Oryzomys_couesi',6,0.008947368
'Oryzomys_palustris',6,0.004184352
'Otonycteris_hemprichii',6,0
'Peromyscus_keeni',6,0.005922391
'Peromyscus_maniculatus',6,0.005654762
'Phodopus_campbelli',6,0.000874891
'Phodopus_roborovskii',6,0.002130326
'Praomys_misonnei',6,0.000607718
'Praomys_petteri',6,0.002227704
'Proechimys_guyannensis',6,0.002339181
'Puma_concolor',6,0.005173943
'Rattus_niobe',6,0
'Rhinophylla_pumilio',6,0.035087719
'Saimiri_sciureus',6,0.013398693
'Sciurus_vulgaris',6,0.005571031
'Sigmodon_toltecus',6,0.021052632
'Sorex_araneus',6,0.010609862
'Sorex_caecutiens',6,0.010175439
'Sorex_cinereus',6,0.004459547
'Sorex_hoyi',6,0.004945598
'Sorex_minutissimus',6,0.010368871
'Sorex_ornatus',6,0.033528874
'Sorex_palustris',6,0.00804829
'Sorex_tundrensis',6,0.010831217
'Sorex_ugyunak',6,0.002280702
'Spermophilus_parryii',6,0.007578085
'Sturnira_lilium',6,0.009173983
'Tamias_alpinus',6,0.000911577
'Tamias_amoenus',6,0.066691852
'Tamias_dorsalis',6,0.007031094
'Tamias_minimus',6,0.034540199
'Tamias_palmeri',6,0.003311258
'Tamias_panamintinus',6,0.004415011
'Tamias_quadrimaculatus',6,0.00536193
'Tamias_ruficaudus',6,0.020355476
'Tamias_senex',6,0.007547977
'Tamias_sibiricus',6,0.008205798
'Tamias_sonomae',6,0
'Tamias_speciosus',6,0.006381039
'Tamias_townsendii',6,0.001042598
'Tamias_umbrinus',6,0.005805524
'Tympanoctomys_barrerae',6,0.02413273
'Urocitellus_parryii',6,0.024095533
'Urocyon_cinereoargenteus',6,0.001327236
'Ursus_americanus',6,0.01370892
'Ursus_arctos',6,0.014791298
'Ursus_maritimus',6,0.000527704
'Vampyressa_brocki',6,0.004093567
'Vulpes_vulpes',6,0
